"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"AgingCluster"	"nlp"	"genes"
"ITLN1"	74.3814790960723	-3.83346525001124	0.703041929294113	-5.45268367401674	4.9615281878014e-08	5.07242446369711e-07	"0"	6.29478441156791	"ITLN1"
"ADGRF5"	24.8707583637264	6.97024184791178	1.27877215084274	5.45073009552034	5.01634532112343e-08	5.12598691131433e-07	"0"	6.2902225070771	"ADGRF5"
"SLC12A8"	153.469834303599	3.87643678274698	0.71129612968693	5.44982127830944	5.04204623509478e-08	5.14975935427854e-07	"0"	6.28821306485216	"SLC12A8"
"GABRP"	454.204527905961	5.35584338012662	0.982908623419273	5.44897384407422	5.06612622782897e-08	5.17185407954018e-07	"1"	6.28635373695183	"GABRP"
"TRBV27"	121.916447917057	8.97339611483099	1.64699517983762	5.44834388386958	5.08409884855088e-08	5.18731885835551e-07	"0"	6.28505705561772	"TRBV27"
"SPAG1"	305.557617386392	2.42851746138185	0.44574095053631	5.44827092610605	5.08618430556153e-08	5.18731885835551e-07	"0"	6.28505705561772	"SPAG1"
"KPTN"	241.354966296227	-1.94918296740074	0.357811800693759	-5.44750889607745	5.1080161253097e-08	5.2070717202144e-07	"0"	6.28340644047702	"KPTN"
"UBE2O"	157.47757775993	1.33487095318486	0.245086683816806	5.44652582668517	5.13631482649889e-08	5.23339464385605e-07	"0"	6.28121651441252	"UBE2O"
"HIST1H2BH"	192.475594208469	4.56579963727757	0.838442944766184	5.44556986945705	5.16397876742253e-08	5.25904575003243e-07	"0"	6.27909305111082	"HIST1H2BH"
"GZMB"	2940.63444416267	4.98516828622701	0.915558009130228	5.44495076938148	5.18197156475037e-08	5.27482770261583e-07	"0"	6.27779172162748	"GZMB"
"SDK1"	43.3903710871634	5.34805059228639	0.982231977220789	5.44479381277997	5.18654281320414e-08	5.27693898549013e-07	"0"	6.2776179273158	"SDK1"
"FAM83D"	67.5482551688132	3.63434323135681	0.667592163034179	5.44395730297203	5.21097155997392e-08	5.29924210805432e-07	"0"	6.27578623829091	"FAM83D"
"FRMD6"	17.5454255849413	3.57214204311519	0.656266297103977	5.44312889276596	5.23527365718315e-08	5.32139504201993e-07	"0"	6.2739744993536	"FRMD6"
"AP001453.2"	59.3161055476405	4.30281799471817	0.790530925948011	5.4429470795949	5.24062197732516e-08	5.32427036657862e-07	"0"	6.27373989915306	"AP001453.2"
"NDUFA7"	1307.36783836365	-2.43634684612762	0.447731205384032	-5.44153906815116	5.28222052699979e-08	5.36222717931075e-07	"2"	6.27065479038465	"NDUFA7"
"CYP2B6"	75.8623545755666	8.58356946021629	1.57742393524117	5.44151085098374	5.28305744242144e-08	5.36222717931075e-07	"0"	6.27065479038465	"CYP2B6"
"KIFC3"	526.828995775582	1.97080299437789	0.362239509843761	5.44060750089886	5.30991864000067e-08	5.38690353818983e-07	"0"	6.26866080117707	"KIFC3"
"VNN3"	72.1667246138415	4.11729070374437	0.756793420503238	5.44044199143081	5.31485440556358e-08	5.38932357477781e-07	"0"	6.26846574059737	"VNN3"
"KRT24"	48.3235046907764	9.09000437906674	1.67104250098036	5.43972063770601	5.33641833526877e-08	5.40859435304075e-07	"0"	6.266915589614	"KRT24"
"HOOK3"	1005.89190570322	-0.779097779019054	0.143237843813393	-5.43918952057141	5.35234956407353e-08	5.4221405075744e-07	"0"	6.26582923244466	"HOOK3"
"SCNN1B"	106.885577806083	7.01089697034264	1.28988588382519	5.43528466995206	5.47090177383631e-08	5.53958295566406e-07	"0"	6.25652292965269	"SCNN1B"
"C4orf47"	160.821305509724	4.54441395800622	0.836462228288872	5.43289798907311	5.54461081898601e-08	5.61152853576688e-07	"0"	6.2509188242645	"C4orf47"
"MPHOSPH6"	1226.99335446434	-1.72386825948719	0.317365508950699	-5.43180720925469	5.57861747579929e-08	5.64324291520299e-07	"0"	6.2484712549822	"MPHOSPH6"
"LYPD3"	61.811933166271	4.41864584951114	0.813495649989225	5.43167729239815	5.58268126920365e-08	5.64465170243118e-07	"0"	6.24836285061747	"LYPD3"
"AC008438.1"	31.3318236499275	6.83465851752721	1.25852199206564	5.43070249118915	5.61326465709833e-08	5.67286029334299e-07	"0"	6.24619791176005	"AC008438.1"
"PET117"	256.898251542072	-1.56149710102957	0.287539180381796	-5.43055419075828	5.61793163720341e-08	5.6748628755919e-07	"0"	6.24604462807198	"PET117"
"PTN"	70.5771310309527	7.43955818368299	1.37007130542721	5.43005181862649	5.63376913163376e-08	5.68814186763902e-07	"0"	6.245029580428	"PTN"
"CCK"	32.9692716479225	8.53135463412693	1.57152627770599	5.42870631891721	5.67639999479776e-08	5.72844721538043e-07	"0"	6.24196308434714	"CCK"
"DHRS4L2"	637.865505944936	-1.78908381618085	0.329632796267418	-5.42750550442631	5.7147105049975e-08	5.76435620007672e-07	"0"	6.23924919042778	"DHRS4L2"
"NFKBIA"	11405.292292073	2.90024068773808	0.534526977479583	5.42580788235118	5.76929882093253e-08	5.81664230362339e-07	"0"	6.23532764246585	"NFKBIA"
"AL139352.1"	22.7528236796875	7.39277452651167	1.36264497171918	5.42531230066814	5.78532967813311e-08	5.83002321212727e-07	"0"	6.23432971610227	"AL139352.1"
"TMEM136"	32.5201644928731	4.39366113197136	0.810145544265137	5.42329852095495	5.85091572739602e-08	5.89330558395294e-07	"0"	6.22964103896871	"TMEM136"
"TIGIT"	313.868516930017	3.34087855122246	0.616181582565729	5.42190588902595	5.89669263580452e-08	5.9365845059467e-07	"0"	6.22646334573271	"TIGIT"
"C1orf167"	15.2894075793765	7.39897492953372	1.36471655820043	5.42162025152702	5.90612456196314e-08	5.94324877349548e-07	"0"	6.22597609059067	"C1orf167"
"AC011446.2"	33.3318833103661	4.14605324919238	0.764789200461857	5.4211712805157	5.92097941547655e-08	5.95536111412901e-07	"0"	6.22509189914869	"AC011446.2"
"IL2RA"	246.028752607052	3.38182984117307	0.624053070184271	5.41913821555991	5.98870066559233e-08	6.01774714528279e-07	"0"	6.22056606447155	"IL2RA"
"C20orf85"	1212.74407000544	4.25047633831056	0.784334265301516	5.41921541152684	5.98611562124105e-08	6.01774714528279e-07	"0"	6.22056606447155	"C20orf85"
"ENTPD1-AS1"	102.443355339437	-1.79366539924643	0.331065692019108	-5.41785344264213	6.03188271137065e-08	6.05825786391087e-07	"0"	6.21765224528342	"ENTPD1-AS1"
"ENPP6"	37.1717531411805	-3.93038702258599	0.725607263982669	-5.41668643311689	6.07136802221513e-08	6.09501895702851e-07	"0"	6.21502493927939	"ENPP6"
"DNAH10"	121.703037726019	3.81567698018524	0.704504844324759	5.41611177115812	6.09090339586582e-08	6.11172699721921e-07	"0"	6.21383605336058	"DNAH10"
"KIAA1522"	376.63418725625	2.87996754382803	0.531858460486222	5.41491347377492	6.13183507466625e-08	6.14987844318212e-07	"0"	6.21113346828588	"KIAA1522"
"ZNF267"	1211.8677592446	2.10568060090982	0.389060097707115	5.41222452088875	6.22465720928911e-08	6.24001215117161e-07	"0"	6.20481456461539	"ZNF267"
"UQCRB"	12375.4178362741	-1.73831775524328	0.321218023707113	-5.41164451229014	6.24485674928253e-08	6.25729316386147e-07	"0"	6.20361349717771	"UQCRB"
"MTRNR2L6"	17.2929882957857	7.27004915867353	1.34397250050107	5.40937344771791	6.32456239753624e-08	6.33415415093535e-07	"0"	6.19831137164204	"MTRNR2L6"
"nCoV"	277.588201886485	11.6126791229501	2.14684305454362	5.40918866815758	6.33109063451871e-08	6.33768864465416e-07	"0"	6.19806910046129	"nCoV"
"ABCA13"	234.255147239669	4.51637589143295	0.835115052437481	5.40808823676551	6.3701041501082e-08	6.37372352746621e-07	"0"	6.19560677881333	"ABCA13"
"RXYLT1"	379.536379338387	-1.20532832968831	0.222881148666201	-5.40794202157257	6.37530540426061e-08	6.3759088406453e-07	"0"	6.19545790087915	"RXYLT1"
"ATXN7L3"	291.906465739249	1.07963331692193	0.199676612441018	5.40690922048192	6.41216217499769e-08	6.40973562355966e-07	"0"	6.19315988305482	"ATXN7L3"
"IL1RL1"	207.738050613704	6.35897085320374	1.17658040999048	5.40462071203037	6.49456736240543e-08	6.48904007103317e-07	"0"	6.18781954398351	"IL1RL1"
"IRF4"	429.405615034543	4.07711781905998	0.754442709473826	5.40414503031449	6.51182416183442e-08	6.50320738128001e-07	"0"	6.18687239652116	"IRF4"
"PAFAH1B2"	1134.80404521666	-1.36515016643903	0.252633213134537	-5.40368445423697	6.52857528212583e-08	6.51685653575263e-07	"0"	6.18596183960234	"PAFAH1B2"
"CSNK2B"	2110.71739901215	-1.48355121841609	0.27461702576349	-5.40225506518223	6.58082830784676e-08	6.56591424935872e-07	"0"	6.18270479344242	"CSNK2B"
"NKD1"	27.8838889236043	3.48474113544337	0.645353329245321	5.39974147110768	6.6737000377109e-08	6.65543318531886e-07	"0"	6.17682367213956	"NKD1"
"PRLR"	69.7384710328674	5.80313146114935	1.07484597450486	5.39903539558088	6.70001556563509e-08	6.67852494966984e-07	"0"	6.17531944724861	"PRLR"
"ST13"	5219.44743667443	-1.13664797510601	0.210558741448906	-5.3982464336767	6.72953919729119e-08	6.70479124550483e-07	"0"	6.17361473941368	"ST13"
"ZC3H12C"	149.865306685401	3.22190932699996	0.59685998479311	5.3980990669307	6.73506773840268e-08	6.70713720301251e-07	"0"	6.17346280952311	"ZC3H12C"
"MEIS1"	34.5964860062652	4.3856226614922	0.812452010232164	5.39800825926811	6.73847662633649e-08	6.70737108185317e-07	"0"	6.17344766587598	"MEIS1"
"PSMA1"	2428.42585739105	-1.29932755152575	0.240830934433057	-5.39518544237067	6.84528167842416e-08	6.81047516141522e-07	"0"	6.16682258665084	"PSMA1"
"AC027130.1"	10.0578595688487	-6.12223383501407	1.13487506212335	-5.39463244840308	6.8663961845602e-08	6.82826749045299e-07	"0"	6.16568947417824	"AC027130.1"
"AL354766.2"	30.2238409272163	8.17521675014222	1.51553629092667	5.39427316857157	6.88014806084381e-08	6.83872477995068e-07	"0"	6.16502487381542	"AL354766.2"
"FAM57A"	29.969097927781	4.07912949171023	0.756454348879821	5.39243312931008	6.95099708327743e-08	6.90589893576957e-07	"2"	6.16077978161338	"FAM57A"
"RPL17"	18161.0633976075	-2.77892745619927	0.515614682552319	-5.38954290914184	7.06371134162743e-08	7.01458402590558e-07	"0"	6.15399807810822	"RPL17"
"FEZ2"	1549.19396942228	-1.28118796013069	0.237850304730386	-5.38653066508774	7.18306787745237e-08	7.12975999935761e-07	"0"	6.14692508904139	"FEZ2"
"CCZ1"	483.671699192089	-1.46515583306482	0.272097487810607	-5.38467240125582	7.25767113041942e-08	7.20042752713724e-07	"0"	6.14264171646258	"CCZ1"
"APOBEC3G"	1567.68785673076	1.43063448431588	0.265696279586902	5.38447315310622	7.26571470185556e-08	7.20502501546747e-07	"0"	6.1423645069998	"APOBEC3G"
"DNAH3"	107.284428935421	4.20182412255498	0.780567832145685	5.3830352078495	7.32402055317042e-08	7.2594372574858e-07	"0"	6.13909704396121	"DNAH3"
"LINC00309"	26.4827725739435	5.5475522481756	1.03095097389347	5.38100490581506	7.40711757110788e-08	7.33835951770519e-07	"0"	6.13440101529324	"LINC00309"
"AC009093.5"	7.71781120655572	-5.62093641389945	1.04462385581381	-5.38082332948495	7.41459352630593e-08	7.34232382370651e-07	"0"	6.13416646541259	"AC009093.5"
"EHHADH"	51.4230885964424	-1.45719348205766	0.270846974045559	-5.38013572864415	7.44297007852049e-08	7.36697160184051e-07	"0"	6.13271100425774	"EHHADH"
"CPT2"	280.532773261847	-1.0810933876373	0.201076338437417	-5.37653209740427	7.59341674966278e-08	7.51236342480683e-07	"0"	6.12422341041575	"CPT2"
"SPTSSB"	43.7028311793376	7.12867604505661	1.3260030987181	5.3760628854851	7.61322109806144e-08	7.52843183173768e-07	"0"	6.12329547768362	"SPTSSB"
"RBKS"	360.283701783596	3.68915716432486	0.686236554891608	5.37592633040011	7.61899416348065e-08	7.52873569859486e-07	"0"	6.12327794879593	"RBKS"
"DHRS4-AS1"	197.639825911705	-1.6242459943228	0.302135436744594	-5.37588709164173	7.62065382325118e-08	7.52873569859486e-07	"0"	6.12327794879593	"DHRS4-AS1"
"TRBV3-1"	55.0227527353843	5.58838383798982	1.03965618525236	5.37522299896994	7.64879574405181e-08	7.55300708707023e-07	"0"	6.12188010779932	"TRBV3-1"
"LINC00970"	6.99114474747658	-6.1149981041994	1.13771267538798	-5.37481759365479	7.66602484819605e-08	7.5655788767208e-07	"0"	6.12115783653077	"LINC00970"
"AL080317.1"	26.5245342328849	-3.20198421479146	0.595745145602868	-5.37475502473661	7.66868727708497e-08	7.5655788767208e-07	"0"	6.12115783653077	"AL080317.1"
"FOLR1"	341.3022684841	-3.41551788461472	0.635497515746371	-5.37455741365614	7.67710189380533e-08	7.57034611385414e-07	"0"	6.12088426423827	"FOLR1"
"JARID2-AS1"	17.8091508678563	3.78132877823591	0.703591067199682	5.37432743892804	7.68690586867199e-08	7.57647830302129e-07	"0"	6.12053261613178	"JARID2-AS1"
"CTSF"	206.234298225963	-2.92756085014967	0.544753650071364	-5.37410047599708	7.69659333623422e-08	7.58248999446627e-07	"0"	6.12018815409359	"CTSF"
"CABP4"	30.7306542304289	-2.65299090018255	0.493751430266542	-5.37313056237708	7.73812559093001e-08	7.61985414666975e-07	"0"	6.11805334150853	"CABP4"
"TUSC3"	188.195676219649	4.67254031840734	0.870105517232572	5.37008469187583	7.86996738154004e-08	7.74607129514225e-07	"0"	6.11091851006819	"TUSC3"
"CCL23"	520.474167252669	-3.33761617474828	0.621677827486159	-5.36872319903123	7.92960126659428e-08	7.80113286618577e-07	"0"	6.10784232528285	"CCL23"
"MRPS6"	1823.70500835551	1.28204416371006	0.238816190705068	5.36833017864082	7.94689694005971e-08	7.81451029024391e-07	"0"	6.10709823260431	"MRPS6"
"MDFIC"	902.315599553681	-1.16352635719428	0.216749864008028	-5.36806037927289	7.95879115950544e-08	7.82256626896135e-07	"0"	6.10665074903542	"MDFIC"
"APOBEC4"	60.0709121122271	4.81856647009933	0.897680559141469	5.36779639597826	7.97044566017481e-08	7.83037925108387e-07	"0"	6.10621720311903	"APOBEC4"
"CCR5"	734.965678908453	3.32818229966556	0.620142837421495	5.36679954815553	8.01460434530338e-08	7.87010311454233e-07	"0"	6.10401957745245	"CCR5"
"TSNAXIP1"	75.2351806877856	4.96278009898581	0.924738578126384	5.36668439748768	8.01972056513541e-08	7.87146934428432e-07	"0"	6.10394419158601	"TSNAXIP1"
"HNRNPUL2-BSCL2"	38.9026534762471	5.266344596872	0.98151786953156	5.36551066501257	8.07205101673007e-08	7.91915422866944e-07	"0"	6.10132119889483	"HNRNPUL2-BSCL2"
"TMEM132A"	28.614996438407	5.48412349304776	1.02230057388676	5.36449223753956	8.11772505519836e-08	7.96026755760797e-07	"0"	6.09907233466938	"TMEM132A"
"AC136475.2"	14.9603238290957	6.96133285409275	1.29770930155046	5.36432377095206	8.12530446219149e-08	7.96400435505707e-07	"0"	6.09886851115383	"AC136475.2"
"CCDC160"	48.6161891346454	5.0688676601025	0.945278984428777	5.36229805549477	8.21698087391259e-08	8.05012702028376e-07	"0"	6.09419726698951	"CCDC160"
"ADM2"	48.3656377159423	4.40921807596144	0.822363488495977	5.36164133943431	8.24691582833908e-08	8.07571016146716e-07	"0"	6.0928192763473	"ADM2"
"GIPR"	46.2539962972545	2.89139605308803	0.539296994765136	5.36141695791803	8.25716794886942e-08	8.08200431197353e-07	"0"	6.09248092218515	"GIPR"
"KLC3"	27.3381567065221	8.24287872933982	1.53767360956318	5.3606166341643	8.29383580978148e-08	8.11413603390288e-07	"0"	6.0907577156016	"KLC3"
"PARD6B"	172.197124023665	2.98435645382547	0.556912393948568	5.35875388347181	8.37979173137768e-08	8.19443585689372e-07	"0"	6.08648093991795	"PARD6B"
"ISL1"	22.4155756867142	7.87064299926771	1.46886899564088	5.35830153854781	8.40079482471749e-08	8.21117466401156e-07	"0"	6.08559470967637	"ISL1"
"GTF2H5"	1930.53699167443	-1.55581784017795	0.290424581986043	-5.35704598260459	8.45935972851303e-08	8.26459499689955e-07	"0"	6.08277842399469	"GTF2H5"
"PIK3R3"	185.992721280837	3.88778094299304	0.725809199968424	5.35647790516045	8.48598718754453e-08	8.28677824617334e-07	"0"	6.08161428270231	"PIK3R3"
"MAPK8IP1"	83.5262490460487	3.89220408890708	0.726767657165602	5.35549986372081	8.53202112023149e-08	8.32788315532249e-07	"0"	6.07946537683982	"MAPK8IP1"
"RNF207"	39.2740088226697	3.93189789266705	0.734384200069626	5.3540066525046	8.60276950556878e-08	8.39306210487902e-07	"0"	6.07607956329146	"RNF207"
"SLC46A2"	45.7270028222376	-2.31102562542139	0.431845722170283	-5.35150751015224	8.72245171982232e-08	8.50589984971321e-07	"0"	6.07027973506815	"SLC46A2"
"TOMM7"	10437.4101583517	-1.7912627574497	0.3347765492423	-5.35062196412464	8.76524549018945e-08	8.54368854698724e-07	"0"	6.06835459186868	"TOMM7"
"CTXN1"	130.821626656878	3.95775268879822	0.739751530265321	5.35011085056996	8.79003736206832e-08	8.56390362080349e-07	"0"	6.06732822895218	"CTXN1"
"LAMTOR4"	5781.63970344946	-1.51487567128188	0.283155648329869	-5.34997511162868	8.79663286257649e-08	8.56637998396158e-07	"0"	6.06720266525609	"LAMTOR4"
"LINC00520"	75.0685877589549	3.99426138113036	0.74671753498224	5.34909278811212	8.83962155246836e-08	8.60427833471955e-07	"0"	6.06528554932157	"LINC00520"
"CD1C"	96.1794014453047	-3.64449449822408	0.681542710706019	-5.34741908463624	8.92172751623108e-08	8.68020008623366e-07	"0"	6.06147026383899	"CD1C"
"RPL39L"	287.136359213641	2.14823929629034	0.401858548747291	5.34575985253274	9.00385214775367e-08	8.75607011441926e-07	"0"	6.0576907694678	"RPL39L"
"LDOC1"	41.8399890157517	3.26762135017678	0.611375455472396	5.34470483060521	9.05645118563977e-08	8.79997497055158e-07	"0"	6.05551856309606	"LDOC1"
"RBM12B"	249.756682393113	-1.64088063948975	0.307011533011788	-5.3446872936423	9.05732801483517e-08	8.79997497055158e-07	"0"	6.05551856309606	"RBM12B"
"EYA2"	76.3307686747254	4.1145948911858	0.769925767739307	5.34414493395548	9.08448602567985e-08	8.82230508707108e-07	"1"	6.05441792781578	"EYA2"
"SLC2A10"	52.2681189891752	4.90201236752959	0.917331233842675	5.34377571228574	9.10301944395894e-08	8.8362428520781e-07	"0"	6.05373235664532	"SLC2A10"
"C3orf62"	286.088063119745	-1.34972918708636	0.252613239983438	-5.3430658946255	9.13875227380812e-08	8.86278628040905e-07	"0"	6.05242972326232	"C3orf62"
"APOE"	78599.9873277597	-2.66666478202091	0.499087401159461	-5.34308174445159	9.13795289974567e-08	8.86278628040905e-07	"0"	6.05242972326232	"APOE"
"APBB1"	102.264696016852	3.39215630960111	0.634920636079522	5.3426461778701	9.15994502279711e-08	8.87926413861232e-07	"0"	6.05162302451219	"APBB1"
"MCOLN2"	259.103264786345	2.62415097455526	0.491190077876113	5.34243481851668	9.17063519098144e-08	8.88555079577349e-07	"0"	6.05131564606341	"MCOLN2"
"RGPD5"	57.0089304366995	-3.41538218997894	0.63971036315675	-5.3389508544542	9.34859790705691e-08	9.05383001704521e-07	"0"	6.04316766351343	"RGPD5"
"AC012640.2"	26.0320430846513	2.32942156308273	0.436342240969793	5.33851950227296	9.37086283172769e-08	9.07123560971459e-07	"0"	6.04233355285917	"AC012640.2"
"BCL7B"	966.4831526653	1.10384232483673	0.206858259441741	5.33622552860942	9.4901350312628e-08	9.18248779673285e-07	"0"	6.0370396401474	"BCL7B"
"C9orf152"	52.4817106844269	7.20283035660584	1.34985817162825	5.33599048255382	9.50243862419683e-08	9.19018457695777e-07	"0"	6.03667576609493	"C9orf152"
"VAMP5"	6530.73771010031	3.12937316904353	0.586551789931819	5.3352035110272	9.54374551085356e-08	9.22591171707948e-07	"0"	6.03499070547983	"VAMP5"
"EPPK1"	51.7102240916865	3.78829941545208	0.710147789595155	5.33452257538073	9.57962696631582e-08	9.25636383411915e-07	"0"	6.03355958317852	"EPPK1"
"AC061992.1"	30.6763199761608	3.32428903104824	0.623259455270743	5.33371616416821	9.62228919404812e-08	9.29333707717664e-07	"0"	6.03182831033707	"AC061992.1"
"HIST1H4F"	44.3146937249943	5.52462505156176	1.03590800257478	5.33312324823261	9.65377397424888e-08	9.31948614087836e-07	"0"	6.03060803317535	"HIST1H4F"
"AGR2"	4482.38418287873	6.86195724477197	1.28672633373306	5.33288008870076	9.6667149477684e-08	9.32346053291839e-07	"0"	6.03042286324613	"AGR2"
"UQCRC2"	2010.67062631055	-0.982530906183857	0.184237605530501	-5.33295525283624	9.6627129132051e-08	9.32346053291839e-07	"0"	6.03042286324613	"UQCRC2"
"OAS2"	4388.27449742542	1.89983446884731	0.356279402784328	5.33242857712255	9.69078899169547e-08	9.34241573779693e-07	"0"	6.02954081049998	"OAS2"
"P2RY13"	478.526501689698	-3.16798284791457	0.594197025488947	-5.33153602596332	9.73854960087998e-08	9.38417830213386e-07	"0"	6.02760374909189	"P2RY13"
"SYTL5"	21.9275071847746	7.91556096083809	1.48481076387539	5.33102342292987	9.76608202568976e-08	9.40641957004905e-07	"0"	6.0265756536047	"SYTL5"
"KRT6B"	154.043761683903	6.56429241436859	1.23139804533311	5.33076403624861	9.78004264050102e-08	9.41557453663178e-07	"0"	6.0261531742691	"KRT6B"
"FAM171A1"	28.5980999456107	5.38433710714405	1.01013876367507	5.3302945107807	9.80536241618923e-08	9.43565203000504e-07	"0"	6.02522808349598	"FAM171A1"
"BAALC"	85.7927241637949	5.06819768399703	0.951303432120201	5.32763523484969	9.94996917292962e-08	9.57044827320658e-07	"0"	6.01906771969228	"BAALC"
"CRH"	16.2405652049871	-7.15810188855666	1.34373216847539	-5.32703023451339	9.98315512018255e-08	9.59799972701081e-07	"0"	6.01781926675593	"CRH"
"TNRC6B"	1290.8836786411	-1.15864778543666	0.217527841581239	-5.32643443255034	1.00159412047953e-07	9.62514186174325e-07	"0"	6.01659286085133	"TNRC6B"
"ZC3H12D"	159.230940489428	2.29619539912021	0.431221412943677	5.32486404941147	1.0102857185328e-07	9.70425354728872e-07	"0"	6.01303786499084	"ZC3H12D"
"EPB41L4B"	79.0338156843624	4.3362285285233	0.814489380308711	5.32386134596349	1.01587352147324e-07	9.75349352829278e-07	"0"	6.01083979985974	"EPB41L4B"
"SMTN"	39.0792462509897	2.25544407143742	0.423664850966054	5.32365162296208	1.01704602958028e-07	9.76031639286576e-07	"0"	6.0105361039062	"SMTN"
"TBC1D9"	683.953338438426	-1.71976898572758	0.323055200230874	-5.32345241462923	1.01816096578966e-07	9.7665808121049e-07	"0"	6.01025745207814	"TBC1D9"
"OTUD7B"	113.919678965788	2.4160265740721	0.453865097991532	5.32322618496911	1.01942857055192e-07	9.77430333616295e-07	"0"	6.00991418718451	"OTUD7B"
"EIF4A2"	4579.42649408187	-1.24001256413669	0.232952903676242	-5.32301827780628	1.02059485798654e-07	9.78104786347912e-07	"0"	6.00961461587201	"EIF4A2"
"MT1E"	2680.88235924566	1.92458486542889	0.361613221558384	5.3222192958953	1.025088900695e-07	9.81966393902391e-07	"0"	6.00790337493453	"MT1E"
"CARD19"	934.516549059735	1.84068714619786	0.345912588059159	5.32124938420298	1.03057011642942e-07	9.85904857466537e-07	"0"	6.00616499365002	"CARD19"
"AC009652.2"	35.6734117682233	7.2685376105277	1.36595490612835	5.32121344410233	1.03077376709456e-07	9.85904857466537e-07	"0"	6.00616499365002	"AC009652.2"
"ST14"	1536.51293224385	2.05209153984148	0.385635946241084	5.32131809766146	1.03018086750006e-07	9.85904857466537e-07	"0"	6.00616499365002	"ST14"
"PFKP"	846.694990780816	1.69714692600463	0.318947860809639	5.32107950715355	1.03153304933679e-07	9.85904857466537e-07	"0"	6.00616499365002	"PFKP"
"CCDC78"	410.310690998844	3.8324973901827	0.720239970284361	5.32113954835022	1.03119261170679e-07	9.85904857466537e-07	"0"	6.00616499365002	"CCDC78"
"MYO1F"	1607.82208089044	-0.980286496353941	0.184245410465205	-5.32054770796623	1.0345531391445e-07	9.88344346130272e-07	"0"	6.00509171779143	"MYO1F"
"VEGFA"	591.071089475719	3.46363462274583	0.651056115434633	5.32002471159275	1.03753158364195e-07	9.90741862879428e-07	"0"	6.00403948590881	"VEGFA"
"RARB"	40.9872910642538	4.47711531510967	0.841583732673013	5.31986912447748	1.0384192469576e-07	9.91141622705875e-07	"0"	6.00386428540855	"RARB"
"PHACTR3"	42.9162180480593	8.91077159739974	1.67510740617833	5.31952253600813	1.04039926390041e-07	9.92583171320249e-07	"0"	6.00323309229073	"PHACTR3"
"TRIM4"	425.122152457258	-1.01991930149137	0.191823353462314	-5.31697149008372	1.05508592233488e-07	1.006140600667e-06	"0"	5.99734132561494	"TRIM4"
"GPX3"	809.102971265213	-3.29945772206431	0.620642685392467	-5.31619529194625	1.05959425796884e-07	1.0099840261343e-06	"1"	5.99568549494665	"GPX3"
"AC108863.1"	7.93296046891651	-5.39609678663581	1.01510982370695	-5.31577634322413	1.06203534914617e-07	1.01185441831185e-06	"0"	5.99488196760681	"AC108863.1"
"DNAH11"	185.712549681176	4.58677847165364	0.862995605962751	5.31494997189083	1.06686633846681e-07	1.01599907455974e-06	"0"	5.99310668763653	"DNAH11"
"KLHL42"	176.244158955491	-1.8124668351644	0.341135375669646	-5.31304275203515	1.0780973222484e-07	1.02623209971861e-06	"0"	5.98875440508442	"KLHL42"
"AC111149.2"	25.9952103898437	8.18774257124864	1.54109696136292	5.31293148745654	1.07875604267206e-07	1.02639678945277e-06	"0"	5.98868471509486	"AC111149.2"
"LYRM7"	255.825041334713	-1.52096223585982	0.286310150847139	-5.31228889845355	1.08256799427524e-07	1.02956016449255e-06	"0"	5.9873482694018	"LYRM7"
"CP"	298.628370751802	5.31445837895973	1.00053548242914	5.31161410293723	1.08658503249179e-07	1.03283072986355e-06	"0"	5.9859708489643	"CP"
"TC2N"	411.623563206634	3.20476730437624	0.603358535732821	5.31154713918786	1.08698445164515e-07	1.03283072986355e-06	"0"	5.9859708489643	"TC2N"
"CTSL"	67078.8740370158	2.53342830326886	0.477005015092196	5.31111460700091	1.08956780461007e-07	1.03448141451545e-06	"0"	5.98527730745923	"CTSL"
"JKAMP"	1086.48069956047	-1.32438148618048	0.249361410574175	-5.31109237444151	1.08970075180361e-07	1.03448141451545e-06	"0"	5.98527730745923	"JKAMP"
"PREPL"	360.341092098971	-1.40989808751345	0.265509200270158	-5.31016660092708	1.09525069022758e-07	1.03928323241532e-06	"0"	5.98326607947622	"PREPL"
"ADNP"	455.442829364373	-0.956729250589393	0.180181536681148	-5.30980736545961	1.097411636806e-07	1.040866369344e-06	"0"	5.9826050234018	"ADNP"
"KIAA2013"	592.20683683989	-0.918603822007583	0.17301833671745	-5.30928593717624	1.10055558139859e-07	1.04291436418201e-06	"0"	5.981751350912	"KIAA2013"
"MAGI1"	72.8617116486789	4.21794051623246	0.79444597184368	5.3092855470635	1.10055793683791e-07	1.04291436418201e-06	"0"	5.981751350912	"MAGI1"
"FDX2"	356.351335870714	-1.99548447867441	0.375910016012832	-5.3084099749188	1.1058568151837e-07	1.04746598917355e-06	"0"	5.97986006951112	"FDX2"
"EVL"	4592.63898670872	-1.84327964229729	0.347254764813347	-5.30814787606463	1.10744780804165e-07	1.04850300535556e-06	"0"	5.97943032036558	"EVL"
"C3orf67"	35.3579196272137	3.51618212895104	0.662529319748509	5.30720984587634	1.11316001069008e-07	1.05343920044347e-06	"0"	5.97739052476767	"C3orf67"
"PCIF1"	598.113442649244	1.06601534146742	0.200892889802015	5.30638661486731	1.11819661904497e-07	1.05773191377163e-06	"0"	5.97562439196342	"PCIF1"
