"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"AgingCluster"	"nlp"	"genes"
"CDCA5"	128.550219718875	3.18662261600409	0.966896761007792	3.29572167837514	0.000981692187491899	0.00323586325161111	"2"	2.4900098400652	"CDCA5"
"TRAT1"	176.535507067515	2.79681031748463	0.848654281429377	3.29558264028787	0.000982178110533807	0.00323696004862764	"0"	2.48986266073571	"TRAT1"
"AC096564.2"	5.2857332927609	-3.38027567179108	1.02593377492707	-3.29482833531956	0.000984818208516499	0.00324515490135204	"0"	2.4887645681404	"AC096564.2"
"CENPM"	328.132975303762	2.45403111532327	0.744836396153988	3.29472502685801	0.000985180303486976	0.0032458419353425	"2"	2.48867263308649	"CENPM"
"TRAV25"	28.7449942817753	3.15309436829539	0.957067869326273	3.29453581020854	0.000985843825344331	0.00324701554195393	"0"	2.48851563260323	"TRAV25"
"SLC17A9"	160.734401559397	1.60555892709488	0.487334026497398	3.29457587567703	0.000985703294126619	0.00324701554195393	"0"	2.48851563260323	"SLC17A9"
"P3H4"	19.0096404210157	2.52198961297319	0.765599731364538	3.29413596903727	0.000987247300805436	0.00325113136366222	"0"	2.48796548225379	"P3H4"
"GIPC2"	17.6419666271099	2.31312791251032	0.702269652468795	3.29378879519944	0.000988467409852373	0.00325464214786543	"0"	2.48749675571361	"GIPC2"
"SSMEM1"	5.1673702161731	-4.64755697800039	1.41109033636888	-3.29359280424231	0.000989156817619892	0.00325640471567901	"0"	2.48726162501646	"SSMEM1"
"TRGV2"	178.691994193962	3.69928410704374	1.12333966420473	3.29311269326775	0.000990847512899233	0.00326146256115056	"0"	2.48658760244857	"TRGV2"
"EPS8L3"	5.25450636715591	5.84845830980865	1.77630589881494	3.29248375165023	0.000993066358757714	0.00326825701499268	"0"	2.48568379797681	"EPS8L3"
"RIC8A"	681.701065105974	0.664204111894958	0.201747367908938	3.29225664145842	0.000993868711643309	0.00327038829250178	"0"	2.48540068058754	"RIC8A"
"NDUFB10"	3472.57115896963	-0.764759570002929	0.232298862068589	-3.29213653133232	0.00099429328881772	0.00327076677759901	"0"	2.48535042218895	"NDUFB10"
"GAST"	7.11489060005088	6.31237588613402	1.91740959341379	3.29213742740035	0.000994290120686061	0.00327076677759901	"0"	2.48535042218895	"GAST"
"LINC02340"	4.77969748443048	5.35448146993597	1.62673065991057	3.29155993791272	0.000996333827343898	0.00327696909563132	"0"	2.48452765433324	"LINC02340"
"NRAS"	789.487257948747	0.913525302846788	0.277567443425296	3.29118318623218	0.000997669228347299	0.00328085062767431	"0"	2.48401354195578	"NRAS"
"ATG16L2"	605.285227184279	-0.855932781625923	0.260098501352855	-3.29080243513109	0.000999020488698539	0.00328478309742921	"0"	2.4834933027251	"ATG16L2"
"AL096865.1"	58.8293717923774	2.37137688543294	0.720847803147918	3.28970536509541	0.00100292339732825	0.00329710286750786	"0"	2.48186750293446	"AL096865.1"
"KLK13"	9.43129265989457	4.73171433099076	1.43855686520652	3.28920909936465	0.00100469353236841	0.00330240841904018	"0"	2.4811692172129	"KLK13"
"LINC01836"	4.59062350663081	5.3982088284247	1.64139707111891	3.28878911959119	0.00100619382128427	0.0033065363636244	"0"	2.48062669678139	"LINC01836"
"ZNF471"	36.8099954597798	-1.73281455279236	0.526888342682473	-3.28876995829956	0.00100626232038939	0.0033065363636244	"0"	2.48062669678139	"ZNF471"
"AC091132.5"	13.849800793713	-2.1804258905471	0.663090891326932	-3.28827604038382	0.00100802950264027	0.00331182827266699	"0"	2.47993219065729	"AC091132.5"
"CALCB"	5.41826238532886	4.73706473442019	1.44066095022392	3.28811906346453	0.00100859174958108	0.00331264545417273	"0"	2.47982504330187	"CALCB"
"LINC02332"	4.12818011563348	4.98658636394031	1.51653045672642	3.28815444610611	0.00100846499362693	0.00331264545417273	"0"	2.47982504330187	"LINC02332"
"HCFC2"	176.840720413882	-0.683348498431453	0.207833472599901	-3.2879617026222	0.00100915566297518	0.00331398251281919	"0"	2.47964978759024	"HCFC2"
"TSPAN4"	1688.57155185833	-1.35330149358633	0.411608640584319	-3.28783548291208	0.00100960819090031	0.00331495343227243	"0"	2.47952256808852	"TSPAN4"
"FAM198B-AS1"	70.8188941516784	1.73445213389048	0.527575633375327	3.28758954008886	0.00101049049453599	0.0033168196847677	"0"	2.47927813777776	"FAM198B-AS1"
"AC008105.3"	288.136401599253	-1.38368283003857	0.420880495420563	-3.28759076529772	0.00101048609741173	0.0033168196847677	"0"	2.47927813777776	"AC008105.3"
"AL033397.1"	7.65035275734228	5.23792326848173	1.59334746739065	3.28737037945629	0.0010112773201542	0.00331888683483436	"0"	2.47900755561938	"AL033397.1"
"TESMIN"	30.1772582452863	1.56650741823827	0.476556600337922	3.28713822687058	0.00101211140770517	0.00332083075809798	"0"	2.47875325710172	"TESMIN"
"HIC1"	59.9444333850556	2.76590722640381	0.84143836195309	3.28711804865157	0.0010121839349285	0.00332083075809798	"0"	2.47875325710172	"HIC1"
"TCF4"	762.468902356178	1.37880988532783	0.419500679975694	3.28678820117222	0.00101337019864398	0.00332420661871229	"0"	2.47831199012926	"TCF4"
"ALDH1A2"	315.712416749823	-1.93863504283238	0.58988025725569	-3.28648911196236	0.00101444695564197	0.00332722226705357	"0"	2.47791818616737	"ALDH1A2"
"AC022816.1"	7.25267848271126	6.23446413630627	1.89721606689938	3.28611181671851	0.00101580677430608	0.00333116523194229	"0"	2.47740382496687	"AC022816.1"
"AC092611.2"	2.90755315377174	5.01187743408092	1.52557945052388	3.28522872562281	0.00101899614225379	0.00334110573748753	"0"	2.47610977983008	"AC092611.2"
"LINC01607"	10.4472676644877	4.76948802741204	1.45187200949594	3.28506093940601	0.00101960316502367	0.00334257742526842	"0"	2.47591852423729	"LINC01607"
"MPPE1"	513.770522313664	-0.77192201179038	0.234986761687236	-3.28495957069189	0.00101997006242442	0.00334326157269316	"0"	2.47582964340947	"MPPE1"
"RNF149"	4717.36729249791	-1.1482668989363	0.349631842098912	-3.28421716981787	0.00102266086054823	0.00335156161679673	"0"	2.47475279190838	"RNF149"
"BAZ1A"	3433.95513089928	1.34875194696216	0.410733122520843	3.28376717875661	0.00102429502910691	0.00335639673671688	"0"	2.47412670982687	"BAZ1A"
"AC106869.1"	5.6497506865854	4.74442341513014	1.44483809669959	3.28370592246128	0.0010245176716826	0.00335660580434057	"0"	2.47409965876744	"AC106869.1"
"ZC3H14"	367.865710250417	-0.686235037775751	0.209020318909371	-3.28310205130486	0.00102671490455503	0.00336328311316958	"0"	2.47323657327051	"ZC3H14"
"WDR6"	448.88195306813	1.27102580438518	0.387166430672555	3.28289258492079	0.00102747808272577	0.00336526144515824	"0"	2.47298119004956	"WDR6"
"C3orf33"	26.7407721178977	-1.45514836656368	0.443310776750695	-3.28245655842023	0.00102906840323754	0.00336994785327998	"0"	2.47237681936842	"C3orf33"
"AL121790.1"	11.6486976506253	4.19545745446921	1.278253055376	3.28218065806625	0.00103007587170803	0.0033727244067143	"0"	2.47201914458996	"AL121790.1"
"LMO7DN"	5.40435858805275	5.93335313884371	1.80788111102837	3.28193767977844	0.00103096387890265	0.00337510901455782	"0"	2.47171219508294	"LMO7DN"
"CCNY"	461.651985830117	-0.938794785086277	0.286072020297337	-3.28167286024867	0.00103193251559782	0.00337775680291404	"0"	2.47137162266158	"CCNY"
"TXNIP"	22538.8350447006	-1.81231455491634	0.552604828993618	-3.27958508472838	0.00103959856665089	0.00340195475346279	"0"	2.46827146687045	"TXNIP"
"LINC01132"	4.48319002556099	4.45663607097003	1.35890787338095	3.27957189613007	0.00103964716060301	0.00340195475346279	"0"	2.46827146687045	"LINC01132"
"RERG"	5.19483147868119	5.79760174488382	1.76842489389671	3.2783986274412	0.0010439785393856	0.00341559908566289	"0"	2.4665331113737	"RERG"
"FXYD2"	98.7570880656926	1.74086921691955	0.531031421810406	3.27827911008455	0.00104442069976593	0.0034165167534758	"0"	2.4664164452986	"FXYD2"
"KLRC4-KLRK1"	6.16906265937548	5.18872552895435	1.58323566982408	3.27729195839233	0.0010480793480451	0.0034279543078299	"0"	2.46496497554394	"KLRC4-KLRK1"
"AL590617.2"	121.127848670659	-1.88588586996139	0.575515700693774	-3.2768625906956	0.00104967439734418	0.00343263995120352	"0"	2.46437174723137	"AL590617.2"
"PLBD2"	707.510261546926	1.02671882387381	0.31334048411859	3.27668742442239	0.00105032576378249	0.00343423859511863	"0"	2.46416953534173	"PLBD2"
"SUMO4"	39.8233575384099	-1.27424085534657	0.388897877597492	-3.27654360887361	0.00105086083019786	0.00343545653832631	"0"	2.46401554131153	"SUMO4"
"AC004889.1"	13.0629834011275	-2.27291393080807	0.693715199191325	-3.27643668966407	0.00105125878704697	0.00343556813802076	"0"	2.4640014336249	"AC004889.1"
"ZNF483"	17.8547957410008	-1.74589505180867	0.532869120705878	-3.27640500071749	0.00105137676114369	0.00343556813802076	"0"	2.4640014336249	"ZNF483"
"TAS2R31"	5.51227037654604	-3.04672107110974	0.929898029383894	-3.27640340643409	0.00105138269679066	0.00343556813802076	"0"	2.4640014336249	"TAS2R31"
"TBC1D10C"	1002.08176900656	-1.63247630788199	0.4983006517487	-3.27608704133357	0.00105256116354456	0.00343888721521702	"0"	2.4635820674499	"TBC1D10C"
"SUMO2"	9849.86568404478	-0.692782387738939	0.211473321144834	-3.27598008102622	0.00105295986934006	0.00343912642332212	"0"	2.46355185908871	"SUMO2"
"PSTPIP2"	732.253659035068	2.02627152016567	0.618523432663092	3.27598181921973	0.00105295338892412	0.00343912642332212	"0"	2.46355185908871	"PSTPIP2"
"KHDC1"	22.5111707261199	2.18117066186359	0.665830142741531	3.27586650385443	0.00105338339315924	0.00343997803496231	"0"	2.4634443304881	"KHDC1"
"ZNF106"	1429.51918615458	-0.772131623644525	0.235706299507147	-3.27582090618291	0.00105355346902203	0.00344000183982905	"0"	2.46344132515307	"ZNF106"
"IGFL1"	8.63619713160127	6.60097343464276	2.01516931980603	3.27564208613406	0.0010542206994853	0.003441648667005	"0"	2.46323346572513	"IGFL1"
"FPGS"	823.005094475383	0.617286221409215	0.188526486291122	3.27426789494184	0.00105936127443298	0.0034578580646754	"0"	2.46119283726029	"FPGS"
"E2F8"	35.529444498081	2.35355486192549	0.718812279638345	3.27422740066382	0.00105951310660483	0.0034578580646754	"0"	2.46119283726029	"E2F8"
"AP000759.1"	3.97308597182241	-3.16829685513738	0.967751105734579	-3.27387572730538	0.00106083254298595	0.00346162960135564	"0"	2.46071940402078	"AP000759.1"
"MRPS11"	866.873218457385	-0.909001063765485	0.27766738670673	-3.27370482557091	0.00106147429457136	0.00346318894440049	"0"	2.46052381359867	"MRPS11"
"TCP11L1"	125.451133433929	1.03713485740056	0.316850163863389	3.273265965069	0.00106312390145622	0.00346803554886893	"0"	2.45991645946616	"TCP11L1"
"AL031846.2"	10.5214342422738	-5.81375637880439	1.77642640818684	-3.27272571045506	0.0010651578895097	0.00347413436041348	"0"	2.45915338944166	"AL031846.2"
"MAEA"	519.383739898688	0.560950080324561	0.171443131395345	3.27193090652912	0.00106815676707513	0.00348332306034569	"0"	2.45800624508841	"MAEA"
"LINC01181"	6.41879781163571	5.64075041463795	1.72400277285649	3.2718917297864	0.00106830478677363	0.00348332306034569	"0"	2.45800624508841	"LINC01181"
"BX539320.1"	6.56797308588583	4.11186067487434	1.25685882452379	3.27153741903533	0.00106964432497115	0.00348715271139932	"0"	2.45752903333357	"BX539320.1"
"LHFPL4"	3.71286685736976	-5.03758060080906	1.54004634376183	-3.27105779719843	0.0010714601005153	0.00349156099889773	"0"	2.45698036626702	"LHFPL4"
"EBLN3P"	649.462241589385	-0.707762066215463	0.216369926147504	-3.27107412207076	0.0010713982501797	0.00349156099889773	"0"	2.45698036626702	"EBLN3P"
"GRK5"	77.1713673342213	1.52955009876241	0.467602272597801	3.27104932631074	0.00107149219562047	0.00349156099889773	"0"	2.45698036626702	"GRK5"
"MBLAC2"	51.5223635180418	-1.39150612717583	0.425414046678672	-3.27094541903287	0.0010718859593142	0.00349230559547143	"0"	2.45688776020702	"MBLAC2"
"NBPF12"	275.767918520476	-1.20293645901506	0.367837934528249	-3.27028929345698	0.00107437548467233	0.00349987709913608	"0"	2.4559472059652	"NBPF12"
"MAP3K1"	729.130586703913	-1.11050417499384	0.339591587422787	-3.27011685837576	0.00107503063890943	0.00350147155694112	"0"	2.45574939715083	"MAP3K1"
"VASH1"	453.215145236999	-2.12107784791291	0.648705248372551	-3.26970970750459	0.00107657904501507	0.00350597447669262	"0"	2.4551912498714	"VASH1"
"CPQ"	627.823277723283	-1.26303841700262	0.386352445101659	-3.26913530124102	0.00107876703639911	0.00351208610152508	"0"	2.45443484556808	"CPQ"
"ZNF100"	207.854603601258	-1.01436633992784	0.310286349003808	-3.26912976734078	0.00107878813576563	0.00351208610152508	"0"	2.45443484556808	"ZNF100"
"TTLL7"	65.5269955842813	2.20661032996776	0.675087179900881	3.26863017942623	0.0010806945120288	0.00351775052806418	"0"	2.45373496309539	"TTLL7"
"AC024060.1"	26.1197605413817	-1.77096873644577	0.541838782962785	-3.26844218636784	0.00108141268079358	0.00351954609125672	"0"	2.45351334299166	"AC024060.1"
"GLCE"	207.13078575879	-1.16987271461904	0.357936349887312	-3.26838197625737	0.0010816427880304	0.00351975290986425	"0"	2.45348782335398	"GLCE"
"RGS18"	237.016668402658	-2.1468734691728	0.657019923622861	-3.26759264366713	0.00108466360143843	0.00352903944966849	"0"	2.45234348681499	"RGS18"
"EPS15L1"	289.137009461091	0.807304787788378	0.247090976756999	3.26723702493725	0.00108602711929871	0.00353293181727531	"0"	2.45186474401628	"EPS15L1"
"CCDC97"	425.030142342546	0.700020760010684	0.214265357603503	3.26707391171497	0.00108665306027829	0.00353442396025872	"0"	2.45168135733138	"CCDC97"
"NWD1"	104.88613022229	2.95477272404136	0.904543206630142	3.26659102891205	0.00108850806181957	0.00353991264425534	"0"	2.45100745508889	"NWD1"
"SLC23A1"	27.0607050685615	3.26734000248654	1.00025191676671	3.26651711205727	0.00108879227285887	0.00354029209263789	"0"	2.45096090492686	"SLC23A1"
"DSTYK"	173.748367627405	-0.785918698304985	0.240610003901646	-3.26635919355308	0.00108939970103341	0.00354172222803662	"0"	2.45078550287531	"DSTYK"
"STK38"	695.504040647565	0.684237420493914	0.209506634921202	3.26594630643209	0.00109098933863019	0.00354634467065578	"0"	2.45021905742955	"STK38"
"BCKDHB"	126.407036548206	-1.22009076699148	0.373646418875206	-3.2653618644716	0.00109324313926063	0.00355312427235552	"0"	2.44938960257135	"BCKDHB"
"AL513122.2"	5.90040093902283	5.84729812599866	1.790964946462	3.26488697478409	0.00109507764031682	0.00355853924268416	"0"	2.44872824051931	"AL513122.2"
"RFX1"	267.84046041555	-0.998370403342393	0.305832655918582	-3.26443361760614	0.00109683161698602	0.00356369091791954	"0"	2.44809996974821	"RFX1"
"AC016999.1"	5.16550431723464	4.34160785682668	1.33003642088417	3.26427742026832	0.00109743652454605	0.00356510816859449	"0"	2.44792728872627	"AC016999.1"
"FCMR"	306.958801455458	1.95288965994704	0.598396189954243	3.26353959589276	0.00110029807992139	0.00357385475328908	"0"	2.4468631018379	"FCMR"
"C11orf1"	432.157261368639	-1.11407399578367	0.341473064204655	-3.26255307538977	0.00110413495192832	0.00358576606794978	"0"	2.44541804681859	"C11orf1"
"AC116407.1"	18.8580222110774	1.29028227349428	0.395488364881168	3.26250374996992	0.0011043271175608	0.00358583906703978	"0"	2.44540920553372	"AC116407.1"
"MAFA"	7.42977527469482	5.32643276049708	1.63299885429362	3.26174923300917	0.001107270478221	0.0035948440230091	"0"	2.44431994851226	"MAFA"
"AF129075.2"	14.2738597456619	1.84155837766735	0.565007596168573	3.25935153820111	0.00111667207555497	0.0036248101844282	"0"	2.44071473061403	"AF129075.2"
"DPYS"	25.6034866028622	-1.88224248601494	0.577503770157137	-3.25927307020488	0.00111698099990685	0.00362525610352197	"0"	2.44066130759847	"DPYS"
"FXYD4"	8.1164832762655	6.19579891912861	1.90162091084514	3.25816722133909	0.0011213430805996	0.00363885472654034	"0"	2.43903528234212	"FXYD4"
"AC126283.1"	6.56182443490787	3.53862444364823	1.08611267197417	3.2580638592645	0.00112175160171581	0.00363962150275732	"0"	2.43894377783743	"AC126283.1"
"MFSD5"	544.482395858825	0.722026296149926	0.221627982863866	3.25783002137157	0.00112267631425916	0.00364206261481803	"0"	2.43865259202924	"MFSD5"
"CLEC16A"	202.535154312268	0.697584511610599	0.214137254538509	3.2576513279484	0.00112338343286082	0.00364379719159092	"0"	2.43844580322046	"CLEC16A"
"CRTC3-AS1"	7.97311360439288	2.8278980286119	0.868275340523603	3.25691390349353	0.00112630589802567	0.00365271581293409	"0"	2.43738411527114	"CRTC3-AS1"
"TOMM20"	2746.08814039149	-0.694291823959491	0.213214930198348	-3.25630021928394	0.00112874332874623	0.00366005892635649	"0"	2.43651192247842	"TOMM20"
"ZNF449"	61.7848652740717	-0.925555950103102	0.284274446143114	-3.2558534988303	0.00113052067873881	0.0036652597396607	"0"	2.4358952435319	"ZNF449"
"ALG6"	188.875875808091	-0.687794040731017	0.211263840429961	-3.25561648094264	0.001131464743154	0.00366775777762393	"0"	2.43559935329505	"ALG6"
"CLEC4D"	110.564925421078	2.63204983358236	0.808482026860605	3.25554526400891	0.00113174854922129	0.00366811508315098	"0"	2.43555704726772	"CLEC4D"
"RHBDL1"	26.4784964209261	2.56105064219651	0.786734249417043	3.25529318711395	0.00113275362775894	0.00367080963990214	"0"	2.43523813646677	"RHBDL1"
"CIT"	57.0559594982603	2.14888188295018	0.660176864416227	3.25500937517761	0.00113388622741477	0.00367391655285633	"0"	2.43487071222335	"CIT"
"LINC02550"	15.5364590942382	-3.31118963807766	1.01729522812207	-3.25489547826752	0.00113434104663565	0.00367482676644251	"0"	2.43476312900193	"LINC02550"
"SELENOO"	554.358386373716	1.05861245103642	0.325271903567311	3.25454624093393	0.00113573669137766	0.00367878414503261	"0"	2.43429569392246	"SELENOO"
"DLX2"	6.91522363235536	6.09457954552256	1.87269581130093	3.25444180990012	0.00113615433360056	0.00367957293144015	"0"	2.43420258466398	"DLX2"
"ZNF616"	115.309299810897	-1.07018861525395	0.328853505179331	-3.25430198674742	0.00113671373883446	0.00368082052237969	"0"	2.43405535833177	"ZNF616"
"HDAC2-AS2"	37.4948088609677	-1.64845205385214	0.506656901415013	-3.25358649857185	0.00113958025484127	0.00368953729819301	"0"	2.43302809493618	"HDAC2-AS2"
"AP002884.4"	2.75656497140186	-3.66760393754245	1.12730454433326	-3.25342779462638	0.00114021698760753	0.00369103329995746	"0"	2.43285203664598	"AP002884.4"
"RPL3"	24360.1728318394	-1.41160961370037	0.433986852702179	-3.25265524729865	0.00114332120796004	0.00370051520395338	"0"	2.43173780710666	"RPL3"
"SH3GL3"	7.59559831468124	5.21091101808213	1.60211182464849	3.25252640790253	0.00114383966492466	0.00370162630921715	"0"	2.43160742675994	"SH3GL3"
"PABPN1"	1549.57108908006	-0.586617763265921	0.180383734338833	-3.25205465679083	0.00114573987305712	0.00370613521374672	"0"	2.43107874003254	"PABPN1"
"COPRS"	1081.24238198683	-1.04482130820743	0.321275635726812	-3.25210253134745	0.00114554690194055	0.00370613521374672	"0"	2.43107874003254	"COPRS"
"WBP2NL"	33.0225971893681	-1.72590169583953	0.530711937406323	-3.25204988656238	0.00114575910237589	0.00370613521374672	"0"	2.43107874003254	"WBP2NL"
"PARP6"	445.043734136168	0.881609530884087	0.271098551666298	3.25198908465318	0.00114600422773517	0.00370636078060905	"0"	2.43105230833026	"PARP6"
"TRIM25"	1630.45099141985	1.04104737679164	0.320141761170736	3.25183247878878	0.00114663581385197	0.00370783596301757	"0"	2.4308794875621	"TRIM25"
"FAM222A"	12.596868882594	2.98761680771086	0.918850875033931	3.25147081957182	0.0011480956027787	0.00371198841461435	"0"	2.43039338791571	"FAM222A"
"AC015660.3"	38.5832651748677	4.25582818992546	1.30892575532372	3.25139005983798	0.00114842181314695	0.00371247510408772	"0"	2.43033645005011	"AC015660.3"
"USP33"	925.619756210444	-0.810510903182909	0.249284862827105	-3.25134424124681	0.00114860692489435	0.00371250558838594	"0"	2.43033288393646	"USP33"
"BMPR1B-DT"	4.07861068322425	5.45282706875207	1.67733029580627	3.2508964289177	0.00115041758458192	0.00371778932518505	"0"	2.42971522389761	"BMPR1B-DT"
"CCDC140"	2.9562346484108	5.01861950604019	1.54425889985146	3.24985629451312	0.00115463339166151	0.00373084294076315	"0"	2.42819303329517	"CCDC140"
"AC108471.2"	16.7334299138214	1.74106170784879	0.535791106146583	3.24951588011703	0.00115601623607627	0.00373474011630695	"0"	2.42773961338825	"AC108471.2"
"ASAH2B"	17.5728345785023	1.95168260994661	0.60064044471862	3.24933598312865	0.00115674763855661	0.00373653180953504	"0"	2.42753131619204	"ASAH2B"
"TRBV7-4"	5.46406039703994	5.28319972025466	1.62648482017972	3.2482318031538	0.00116124625087178	0.00375048995467255	"0"	2.42591199341595	"TRBV7-4"
"AC012645.1"	9.00595491343296	3.1525860166262	0.970659080500754	3.2478818567275	0.00116267536131908	0.00375453174440631	"0"	2.42544421937919	"AC012645.1"
"LINC01267"	7.55647688511703	5.1000016021077	1.57056656679648	3.24723683155326	0.00116531377355874	0.00376247680104557	"0"	2.4245261691945	"LINC01267"
"IL13RA1"	1067.52551651321	-0.902513825423675	0.278020214090802	-3.24621656873091	0.00116949835828754	0.00377509589946621	"0"	2.42307201143082	"IL13RA1"
"ZNF771"	66.1770240386001	1.3956687199352	0.429939969364089	3.24619439778882	0.0011695894458641	0.00377509589946621	"0"	2.42307201143082	"ZNF771"
"JOSD1"	636.645743436935	0.708694050241091	0.218318105469274	3.24615335369348	0.00116975808961313	0.00377509589946621	"0"	2.42307201143082	"JOSD1"
"SMARCB1"	987.397575214737	0.985798401240401	0.303691141830911	3.24605582927826	0.00117015889227045	0.00377581275178793	"0"	2.42298955115406	"SMARCB1"
"SERPINF2"	94.6077176192055	-1.73312094239057	0.533923238787197	-3.24601144225777	0.00117034135461863	0.00377582496271771	"0"	2.42298814665357	"SERPINF2"
"TMEM44"	49.0890665834718	1.8494621068602	0.569801496577917	3.24580071826346	0.00117120793944207	0.00377804398966413	"0"	2.42273298967592	"TMEM44"
"SNX32"	9.80904010903359	2.4961276799878	0.769091380161543	3.24555409717829	0.0011722229011084	0.00378074089533312	"0"	2.42242308502384	"SNX32"
"EML6"	17.7977909815483	1.99186233391061	0.613734735202188	3.24547759750702	0.0011725378983288	0.00378117974477097	"0"	2.42237267722441	"EML6"
"BCO1"	3.31434344657255	5.10766489171186	1.57383623767091	3.24535982172491	0.00117302300814808	0.00378216695272891	"0"	2.42225930440463	"BCO1"
"LRRC37A3"	39.6830586737771	1.98109580066963	0.610514392174699	3.24496166849206	0.00117466434574593	0.00378688130500428	"0"	2.42171830707604	"LRRC37A3"
"AL589666.1"	4.4339157370921	4.55627372809822	1.40412718254607	3.24491526461046	0.0011748557780442	0.00378692072935173	"0"	2.42171378575993	"AL589666.1"
"MTRNR2L4"	7.89618615171324	3.63456756751922	1.12020575233502	3.24455356522062	0.00117634890334367	0.00379115525780974	"0"	2.42122842970457	"MTRNR2L4"
"TOM1L1"	61.5315390856709	2.20920747395623	0.680925619855343	3.2444182000753	0.0011769081527392	0.00379237924423371	"0"	2.42108823899157	"TOM1L1"
"AC034102.6"	7.49154175732219	3.17146675358324	0.977555248811225	3.24428389847015	0.00117746325098829	0.00379358948313532	"0"	2.42094966734697	"AC034102.6"
"HDAC2"	1103.94096020407	-0.801959588961478	0.247228105335911	-3.24380429106897	0.00117944754968289	0.00379940329571628	"2"	2.42028460489012	"HDAC2"
"PAX3"	4.37943542653415	5.56039341368935	1.71428575869315	3.24356274062978	0.00118044809543599	0.00380204681492964	"0"	2.41998253993232	"PAX3"
"PART1"	87.13938602511	3.07132261301348	0.946954612170482	3.24336834473387	0.00118125388801097	0.00380354451027535	"0"	2.41981149712847	"PART1"
"ADRB1"	33.8716572281359	2.4033100763933	0.740993081811214	3.24336371740324	0.00118127307500176	0.00380354451027535	"0"	2.41981149712847	"ADRB1"
"AIF1L"	8.97501281949591	4.71341225427763	1.45368835549963	3.24238151626223	0.00118535224583518	0.00381609744957176	"0"	2.41838054348815	"AIF1L"
"RNF220"	569.679723526961	-0.431090723008599	0.132957802274435	-3.24231233996179	0.00118564003134697	0.00381644251979041	"0"	2.4183412742298	"RNF220"
"DYNLT1"	8030.30850579111	1.15961705891909	0.357659046030973	3.24224165944532	0.00118593414133649	0.00381680783958617	"0"	2.41829970442295	"DYNLT1"
"AC103691.1"	251.348762620643	-1.52044320383922	0.469006730328507	-3.2418366422466	0.001187620766043	0.00382165403198121	"0"	2.41774863146267	"AC103691.1"
"SUSD2"	5.76665761778624	3.14643433891033	0.970718831976491	3.24134469762356	0.00118967236580983	0.00382767302592772	"0"	2.41706516836133	"SUSD2"
"NPB"	12.4680140649316	-1.48658029559761	0.45864410226702	-3.24125021612538	0.00119006676491615	0.00382835909213093	"0"	2.41698733306428	"NPB"
"AC016588.2"	32.1250762075585	-1.43894402181106	0.443987003032682	-3.2409597848186	0.00119127988418611	0.00383143521615405	"0"	2.41663851331614	"AC016588.2"
"AC010642.2"	250.567164978447	-1.1919978365926	0.367794487085504	-3.24093448501169	0.00119138561448743	0.00383143521615405	"0"	2.41663851331614	"AC010642.2"
"CTSE"	14.1986885733548	3.8153582433387	1.17744342226432	3.24037501182134	0.00119372592304176	0.00383837738979284	"0"	2.41585232760809	"CTSE"
"TEX2"	328.961480232478	-0.821052777551315	0.253466141086045	-3.23929963202694	0.00119823623059117	0.00385229393349348	"0"	2.41428058322349	"TEX2"
"SLC35A5"	348.316031178847	-0.792860809945593	0.244805411719655	-3.23873890032119	0.00120059426505246	0.00385928780180843	"0"	2.41349283322527	"SLC35A5"
"PTPRR"	4.63899270037235	5.66627536816259	1.74959592958397	3.23861942769263	0.00120109723471927	0.00386031737856846	"0"	2.41337698804983	"PTPRR"
"NSMF"	129.479960482254	0.935536769904408	0.288924088427572	3.23800197829102	0.00120369974850326	0.00386809353488	"0"	2.41250303272991	"NSMF"
"SLFN11"	1035.99546930746	-1.27549262591248	0.393959345384366	-3.23762500079304	0.00120529124713115	0.00387261891962527	"0"	2.41199523713388	"SLFN11"
"FALEC"	18.661270433471	-1.74102601372745	0.537874082725385	-3.23686541077746	0.00120850393988171	0.00388235105770452	"0"	2.41090519652865	"FALEC"
"BOC"	8.24781177700548	3.60842987994647	1.11482898091298	3.23675643684054	0.00120896549440734	0.0038832434758802	"0"	2.4108053787261	"BOC"
"SF3B2"	3061.25927758595	0.658209600608002	0.203375786886753	3.23642067073853	0.00121038864159877	0.00388722382587619	"0"	2.4103604520252	"SF3B2"
"DENND1A"	336.211342219293	1.00434978910656	0.310360803096343	3.236071627237	0.00121186970550888	0.00389138894040627	"0"	2.40989535973069	"DENND1A"
"INTS5"	167.338622320792	0.62171338515556	0.192136964479275	3.23578228083552	0.0012130987310911	0.00389474360155228	"0"	2.4095211274898	"INTS5"
"FRG1"	1833.34271032096	-1.18023451025122	0.36478911852147	-3.23538847604567	0.00121477330318651	0.00389893521308284	"0"	2.4090539812353	"FRG1"
"UQCR10"	11630.1427439962	-0.969176841334249	0.299554097136645	-3.23539838245693	0.00121473115208763	0.00389893521308284	"0"	2.4090539812353	"UQCR10"
"ZNF697"	66.9721528054242	1.41126331370586	0.436250132308983	3.2349865574512	0.00121648457893418	0.00390324204707519	"0"	2.40857451650002	"ZNF697"
"TMLHE-AS1"	5.77897909095066	-2.71140477040239	0.838143430049851	-3.23501285482977	0.00121637254277853	0.00390324204707519	"0"	2.40857451650002	"TMLHE-AS1"
