"Partner"	"Pair"	"theta"	"theta_e"	"theta_f"	"theta_g"	"lrv"	"lrv1"	"lrv2"	"lrv3"	"lrv4"	"lrv5"	"lrv6"	"lrm"	"lrm1"	"lrm2"	"lrm3"	"lrm4"	"lrm5"	"lrm6"	"p"	"p1"	"p2"	"p3"	"p4"	"p5"	"p6"	"Zeros"	"theta_mod"	"Fstat"	"Pval"	"FDR"
"Myofibroblast"	"Club"	0.977198700215036	0.0879487200546947	0.912051279945305	0.000210819813410736	8473.49413295753	486.945102780657	24342.7838189419	646902.244850423	89.9544694777218	122.965713672765	1879.06265173594	NA	2.34666049608575	-10.6714968978639	-123.964954306144	1.87840051569919	1.39129697035139	13.161353057774	166705713664006	32966581841005.4	2521180285021.95	1991561018548.3	41475691294928.4	85973149430479	158483181951.82	1109	0.977141609035119	13.5090861079546	1.78938386616372e-12	1.78263147421593e-11
"Pericyte"	"IGSF21+ Dendritic"	0.977363261409449	0.59202556723234	0.40797443276766	0.0288888523779955	6.6431907984484	6.30894897618812	7.48191482045012	5.00642160682975	6.2345874798951	8.23101051566224	9.28633186438907	NA	0.926141656561329	0.161785461883305	1.47945049891981	1.18050804606931	0.862431576931454	0.38559056470315	15309104.0608443	6576615.22093247	2623310.27946649	2709456.2489677	1174717.95082747	1755993.82326448	316382.600040146	279	0.977310282284714	13.4070875439965	2.22608903022209e-12	2.17662038510604e-11
"Plasma"	"Vascular Smooth Muscle"	0.97742367351354	0.662602609914329	0.337397390085671	0.0398504205210423	5.86495500382795	5.81366763456675	5.57404322530864	5.00721055134912	4.55322906868636	8.65030532156832	4.88330234547296	NA	-0.197501664265449	-0.717930913719681	0.0535357620764431	0.258492765096062	0.0810508580097124	-1.04509320324864	2573228003.71366	875859556.130337	907716773.822958	140107845.339	254943465.16644	246899488.784411	123157892.382257	177	0.977371323490336	13.3701839330894	2.40916530182413e-12	2.31279868975116e-11
"TREM2+ Dendritic"	"Vascular Smooth Muscle"	0.977606665725548	0.6867354895957	0.3132645104043	0.0426180989116368	7.85017187075597	8.29429831078095	7.16246982355253	8.09015415544269	5.04256796064082	8.66576220418103	9.92127395097806	NA	0.0420575140135149	-0.85259841879556	0.0707566519593913	0.358705361901737	-0.158204814593561	-0.522018628055707	166792188.915105	47331303.4075257	57266846.0115374	10308719.5480861	13653565.2949603	31067623.1422636	5624468.70575385	298	0.977553677678652	13.2599657223186	3.05080607672608e-12	2.87647430091316e-11
"Club"	"Artery"	0.977709202543603	0.0963870526567963	0.903612947343204	9.59467830204151e-05	2225.68881577533	24.2161684311598	1839.17427471624	50334.9753646526	13.6451026818151	13.2154915548806	24.9836532623318	NA	-1.77607012511339	2.33990877477376	33.5417738953209	-2.59328662318845	-1.82028339165928	-3.37355668877248	1490724724221.2	838807815292.857	119196944870.641	59562714579.0246	76558528323.1858	374070078137.34	12741963948.7178	923	0.977653368403049	13.1997282059515	3.47121492087773e-12	3.21544118986569e-11
"Proliferating Macrophage"	"Artery"	0.977825024130446	0.546835764905689	0.453164235094311	0.0148060025676856	19.1551012173016	16.7452118080344	28.0608641090802	13.5692208796197	15.6715259339135	17.0440022699974	21.6397369778463	NA	0.235723985032566	-1.21108259823127	0.932241823419955	0.503619831503209	0.527381904637839	-1.33912162238455	1249693612.43011	647817958.036722	234786385.881487	60514962.4549224	22615934.4041589	256570078.715434	19523204.350171	488	0.977770724053171	13.1288325061974	4.04099085998263e-12	3.67869512770833e-11
"Proliferating NK/T"	"Vascular Smooth Muscle"	0.977920436026376	0.525669083284739	0.474330916715261	0.0372964489400057	20.9501481245757	28.4123420123092	18.6974839546921	16.4557502112216	48.1925678150982	34.2906362300783	10.0104197486421	NA	0.479642618530041	-0.89171354680517	0.0233214516122874	2.60396473457712	0.471239776891935	-0.510393312870851	921626750.578171	156379832.90437	489824420.417611	121825202.28726	14942717.5160092	51767434.5605896	77949488.4694302	460	0.977866256565011	13.0711329427368	4.57323385099533e-12	4.09265673445006e-11
"Alveolar Epithelial Type 1"	"Lymphatic"	0.977937730457458	0.601233515453218	0.398766484546782	0.0161634089467141	2.93912445958572	3.06075176596812	3.62592187570279	2.74298614254169	2.23833444086313	1.86848134300362	6.66900969798125	NA	0.500602281810718	0.0107623851026778	0.711863604293674	0.868958782081212	0.4859910580539	-0.799355705535054	98910750.1213155	37874945.2245303	25466870.5789237	6401737.84837814	5383882.12216104	22328766.6948466	704584.499330942	68	0.977890621587368	13.0564188024134	4.71985710607916e-12	4.15347425334966e-11
"Club"	"IGSF21+ Dendritic"	0.978198867197948	0.0986717191108294	0.901328280889171	0.000145112472468063	1145.52079993811	8.81861235708501	476.877518987395	12742.0024381664	5.41866706834884	7.40739092635153	7.7124027821003	NA	-1.90944876700014	0.00456125512040856	16.3222761287369	-1.9624922361467	-2.08308158327337	-2.40770887323108	785212914572.026	388138300095.187	135125552359.449	63626162090.9267	71046833415.7861	103504220972.692	16924094920.9733	851	0.97814424221458	12.9032997584823	6.55546112397179e-12	5.6742352023887e-11
"Platelet/Megakaryocyte"	"Alveolar Epithelial Type 1"	0.979011655613064	0.628109803170679	0.371890196829321	0.0202609726126782	0.75245564602538	0.772986077569134	0.712162003415768	0.588080478135737	0.428641544744166	0.699463722077318	1.24102524358189	NA	-0.298468248434326	-0.0931417669741258	-0.523366255598704	-0.545845877820152	-0.278520939382121	-0.0410715903444815	6559543.44915172	2100127.95591865	2577451.19208359	333967.897762568	233303.119864419	897811.978732859	361676.09403611	12	0.978989354448773	12.3936505699866	1.95955039396729e-11	1.66877840002376e-10
"Proliferating NK/T"	"Artery"	0.97905894382229	0.667086035906698	0.332913964093302	0.0212210191128601	25.2558845241847	23.2750298832431	30.0435504398567	22.4125846633067	50.4972685116195	24.8174501642527	17.439841190171	NA	0.409371184208242	-1.26950438373251	0.133038533774863	1.32404339376141	0.55334978982822	-1.41087992558287	9418778036.61461	3402506083.69321	2004978751.72661	2348536457.9673	156127218.509569	1124176440.33635	289454866.937597	751	0.979007311147414	12.3828312389222	2.00568533327576e-11	1.68095532693588e-10
"Club"	"Vein"	0.979351335927026	0.0985263143883829	0.901473685611617	0.00109115312441131	809.418231787725	59.356482485775	255.087646128961	4017.83467379349	40.7319095116349	86.2773132606178	84.8820925914568	NA	-1.92444739660575	-2.31144589078136	8.4985996834999	-1.62890789786854	-2.13270942586312	-5.14264260170373	18948215379851.3	8581032743781.59	1579134773769.13	3441139562445.31	3517199755257.84	1417022945981.62	197156417462.692	1079	0.979299545598397	12.206808917166	2.92918756976397e-11	2.41657974505527e-10
"Platelet/Megakaryocyte"	"Capillary"	0.979760352742774	0.671803046671029	0.328196953328971	0.0472420864550413	0.472446130951296	0.462540113952137	0.419472954575524	0.388582715763217	0.477818803389594	0.47202241623659	0.978200339282517	NA	-0.622302036254839	-0.642227038216259	-0.431098702715682	-0.249586871450853	-0.574396932125247	-0.854209271460771	3713208.83810559	1244763.41181915	1339037.14749525	228323.379084276	173447.284910883	535652.034852008	160400.04193924	4	0.979756115341769	11.9320122810012	5.29368617881976e-11	4.22414111350666e-10
"Bronchial Vessel 2"	"Alveolar Epithelial Type 2"	0.979775880784982	0.604393689523417	0.395606310476583	0.0253824062658212	27.4014814688465	25.2599791643184	29.059591881138	26.7726918220458	32.6959305677727	25.6861282515095	27.1087545570218	NA	-0.663635896288194	0.666942862169583	-1.26565850496183	-0.427483937578786	-0.808614628159263	1.51532569043161	42830197.8738469	16060498.2303139	15977095.2544404	1555983.88967043	911094.055681873	6253390.97945503	1764284.7065145	567	0.979725910239633	11.9501839807501	5.09042755790521e-11	4.13499346242147e-10
"Ciliated"	"Vein"	0.979816052797256	0.679723316691428	0.320276683308572	0.0436942589006966	59.7101053068355	60.9260733871058	128.914099901312	34.454648376831	45.4828514442372	85.1564445995573	75.7233513265559	NA	0.0886972650703906	-1.87776737400847	1.06846118839198	0.544433031263848	0.147976531422989	-3.54204216042307	4125227445.7275	1294845252.48632	448556471.901548	1214898049.08488	767738880.345439	200695309.220853	142131482.771197	646	0.97976574513443	11.9262191343523	5.36017906448762e-11	4.22414111350666e-10
"Adventitial Fibroblast"	"Ciliated"	0.980291212015197	0.593704244820059	0.406295755179941	0.0513587831021646	8.89958917669511	8.42503540673586	9.25798980149191	8.31459493034763	6.16217362592962	8.63521495713447	11.0103976606858	NA	-0.0517618132547038	0.264660841575771	-0.616928419453885	-0.374812117116434	-0.344846746311685	1.09979903598787	32293104.893262	8033057.28450361	12612621.107697	1775224.94254752	2811637.07241492	3605714.23944646	3093680.55577199	284	0.980244117859347	11.6385801584782	9.96534534006611e-11	7.73779755816898e-10
"Proliferating Basal"	"Capillary"	0.980333221205671	0.529431237894208	0.470568762105792	0.0284788414771443	11.3817126402183	11.0335201540459	10.4031784853015	11.5804980135522	26.2217435302248	13.0474197641274	16.836534236101	NA	-0.834550745564452	-1.06749522933233	0.0479329066245648	2.67057201401051	-0.491676199386131	-0.505986817710609	191357508.835186	60250963.7464112	98516771.1009349	7706573.09425911	2365450.57415502	17644276.6104245	3800672.28172033	316	0.980285700270308	11.6135904854215	1.05172744461173e-10	8.04800131528973e-10
"Lymphatic"	"Club"	0.980469856773229	0.239409219882126	0.760590780117874	1.95241565574144e-05	1377.0089289067	10.4468072651002	1285.9621120726	35039.5528339947	1.56021643121725	1.10670445858321	4.50875512100707	NA	1.83862210893082	-2.09137223670007	-27.4295215612781	2.11250742334556	2.06377766338051	2.87659915062001	2672740400061.5	1106905690122.59	619460803740.407	79888825452.9801	179424569832.584	652053678130.531	15937095223.3702	631	0.980420804929306	11.5324116232257	1.25304773806376e-10	9.4515600813952e-10
"Platelet/Megakaryocyte"	"IGSF21+ Dendritic"	0.980688043418649	0.584461255550574	0.415538744449426	0.0344191181027961	7.30507240544583	6.8174411608013	8.1702127397121	5.90239790866576	6.49573869783499	9.1893807773204	10.2533399070021	NA	0.196168108126656	-0.478663838074564	0.752074986990328	0.472295356956104	0.174505096401009	-0.402476509480435	66550458.4701987	29632323.169294	11905979.8061439	11163669.7664892	4272967.41501504	7301333.02901895	1631961.69256552	282	0.980642393810871	11.3993163588925	1.67003008456594e-10	1.24193786570537e-09
"Ciliated"	"Artery"	0.98070200426736	0.583556533789912	0.416443466210088	0.0393901490143839	16.9654246594995	14.6627335770263	22.6092126370811	17.874140710814	14.865617582776	17.9181749020913	19.1104780745209	NA	0.1730729771284	-0.892187440116079	0.780235639638273	-0.272516234677935	0.563662404364281	-1.72003660695265	262684794.143663	126572913.751839	33858136.7092578	21028680.8852458	16711293.9001749	52980165.3635436	9185773.67531596	490	0.98065474814918	11.3918976127484	1.69699252647432e-10	1.24446118608117e-09
"Proliferating NK/T"	"Vein"	0.980772178619769	0.537631520363915	0.462368479636085	0.0275651336277861	68.9293629212905	70.0490137236675	144.519872782841	50.4908195430342	65.3889870054907	123.644797731018	91.1914267450493	NA	0.275422557404886	-2.4820415304207	0.43051431036117	2.14637357301949	0.0865824857530706	-3.57671924525076	214953759922.743	34807754032.3034	26562188074.164	135682897874.545	7172690316.26147	4258517065.09305	4478735367.03104	907	0.98072415990477	11.3502195197253	1.85677616288364e-10	1.34225942938607e-09
"Basophil/Mast 1"	"Club"	0.98078251668464	0.355118693055562	0.644881306944438	0	1066.36805899014	70.9258550055572	909.803372237308	24806.7245052426	126.497891500767	112.468070533861	0	NA	1.82852509183995	-2.30241360918365	-22.9133963671104	3.44978635792008	3.31078505641609	0.000225449080472949	2172418781091727	792352501324889	731503128651159	60222813571536.7	125130893430450	360964530376815	84838186995925.8	1114	0.980734239111337	11.3441679790804	1.88119692754865e-10	1.34225942938607e-09
"Alveolar Epithelial Type 1"	"Adventitial Fibroblast"	0.981058339584056	0.627403073983245	0.372596926016755	0.0419055255098424	5.01705364881122	4.75863517417203	5.68142446163437	3.82451799382085	3.01788050909462	4.71503803699172	7.64404998377237	NA	0.335112475358222	0.00778958212164416	0.715016220980945	0.992173349937625	0.421805293034059	-0.6670436912807	5548024.79172068	1821561.95808199	1825446.75100938	402928.227150572	386506.132648785	871790.94287021	189723.014255737	154	0.981014835382813	11.175748312327	2.70652660165169e-10	1.90539472756279e-09
"Club"	"Macrophage"	0.981116595324442	0.512921076289559	0.487078923710441	0.00138469735438011	1125.51312395249	1316.91844877687	576.744408490517	14615.511005417	104.276945241574	198.240028230964	30.5547975791282	NA	-5.31488646704875	1.84623471502093	18.7150605055878	-1.77857683794312	-1.5614118187953	-1.17929005475011	1630047739907737	314618154226791	717371453546285	61141518529948.9	119516065413900	319368988413407	83143124063374.1	1132	0.98106913979341	11.1431648121768	2.90392756992223e-10	2.01746546963018e-09
"Proliferating NK/T"	"Lymphatic"	0.981160938939708	0.576833615430516	0.423166384569484	0.00816954988950215	18.9618600052567	21.7791868914705	16.1010122384751	16.8013477289774	40.277505265146	26.8085593102928	8.94633133353798	NA	0.594044676747365	-0.585100104323075	0.0401883821700158	2.14081996964336	0.523849079585866	-0.812650311568902	20908340552.3931	4490007455.88171	10419778379.1765	3149987714.4045	365903833.756866	1959588391.66996	362037578.807985	459	0.981114657047119	11.1158565230265	3.08043423256395e-10	2.11229775947242e-09
"Classical Monocyte"	"Vein"	0.981174482191584	0.257078668512516	0.742921331487484	0.00803084527806974	724.380601787192	2679.9567914709	5480.58858848103	46.4867017845448	17237.4360087098	12798.9840792621	8020.03045169359	NA	6.22924118124754	5.8560231772328	-1.83181782289712	28.5295815115495	21.7017300010269	16.2344591323571	11423529525462.4	2293940540661.79	156086309701.364	8862572941124.18	22401382202.4456	19650519210.2072	8286141816.46375	1062	0.981127179428632	11.1083441061289	3.13084814573967e-10	2.11934336019301e-09
"Adventitial Fibroblast"	"Club"	0.981266732913605	0.261663156087285	0.738336843912715	0.000199495371720623	1101.46433619918	9.22795309545357	868.463977299495	23702.1053431704	2.49999011083744	3.70329277376274	7.73885090235162	NA	2.05568750764718	-1.29328351824238	-22.1256975519914	2.00892278323222	2.14504151936962	2.75668239843695	146547288264.197	53235649170.1518	44402499634.2275	5028238202.07912	12880797724.5103	25458391796.9192	4291371364.44197	717	0.981219647861404	11.0528764550954	3.52956428465932e-10	2.35899992696218e-09
"Mucous"	"Club"	0.98130401486819	0.388398553991159	0.611601446008841	0.00207134012425124	903.386916815814	123.667946923583	670.914555608438	16665.9630578337	25.6497502901205	132.745214792837	38.2841205258975	NA	2.79808885463153	-1.51392655633478	-19.2773687904316	0.883939159607624	2.61955011412081	1.32179399262832	1395232479120014	403140419427894	577168595652798	46254976310726.9	111686443950814	176459039359414	68195091650826.7	1106	0.981257025787122	11.0304580866877	3.70479699842014e-10	2.44516601895729e-09
"Myofibroblast"	"Proliferating NK/T"	0.981351153793938	0.70780953552639	0.29219046447361	0.0362085217349713	162.604625270303	215.924451685013	505.233539156349	239.227684872309	86.684350083008	65.7242977933783	993.869301249244	NA	0.475669076385925	4.91723514336724	0.734699700637712	-1.77253483795099	-0.871933239858027	8.5585326373118	607733607466.718	133724308748.16	42408074353.1379	78526536162.512	84582142048.2767	258371344675.626	3600208612.13686	937	0.981304383410583	11.0020565916005	3.93936302444358e-10	2.56788108260026e-09
"Club"	"Vascular Smooth Muscle"	0.981545277936854	0.273269085764573	0.726730914235427	4.70464407742208e-05	1134.50418447683	7.7585526330705	976.526813822	26571.162125065	1.30054668307205	2.02548456136693	1.54884949863592	NA	-2.1097869338175	1.10530316662773	23.5055277085107	-1.80595948887634	-2.24334149836866	-2.67956577845694	99573811078.7212	38551768246.0677	29120295856.7676	3089685803.15267	7327309569.05276	17225630778.435	3431379760.19107	632	0.981498879255526	10.8854415419901	5.06899177522833e-10	3.26393616746409e-09
"Alveolar Fibroblast"	"Club"	0.981602243539735	0.292571935411509	0.707428064588491	2.90740041088788e-06	1031.4273880881	5.39916722320339	859.431441232063	23548.4845715522	0.107465653527646	0.143316170042098	0.0797429596278593	NA	2.82239545067132	-0.455407933379118	-21.4763338583323	2.82750078997771	2.979114438092	3.03293669361528	37301740952.7166	13556897128.5045	12187267510.2351	1155811688.02232	2423040382.02151	6269237365.40055	1402749938.15035	573	0.981555987154476	10.8512097906881	5.45846861655788e-10	3.47237521631634e-09
